audio_danceability,audio_energy,audio_valence,audio_tempo,audio_acousticness,audio_instrumentalness,audio_speechiness,audio_loudness,lyrics_lexical_diversity,lyrics_word_count,lyrics_avg_word_length,lyrics_compressibility,lyrics_vader_compound,lyrics_vader_positive,lyrics_vader_negative,lyrics_vader_neutral,lyrics_textblob_polarity,lyrics_textblob_subjectivity,top10,chart_position,weeks_on_chart,decade
-2.240008568643342,-2.528471901049903,0.17058567943779093,-1.2372248612801555,5.5052088634275025,1.0783249605475709,-0.9900602359994867,-2.449619590238616,1.2038105227699605,-1.2409983228607946,-0.05263222337457199,-0.6995054473001334,-2.241580796789764,-1.0350782736639919,3.798158360935116,-0.7476793880002999,-2.241580796789764,0.8205811773430438,1,1,1,1970s
-1.1464363492235767,-2.077002459404729,0.27843170470734974,-1.0248554708668374,-0.21037973099836402,1.8940737284578073,-1.5447277553581316,-2.0109968158437677,-0.5398200824954568,-1.0114183063494802,-0.21564386866234586,0.667179466048015,-0.5245072348060322,-0.8048854049280922,-0.3399359723569742,1.019656597561676,-0.5245072348060322,-0.8038402102564354,1,2,1,1970s
0.19873124719752444,0.12347950185944939,0.7231391503631098,-0.33907931432383,0.8923276509447666,1.0346513569699927,-0.9603644150423977,0.12686992290680468,0.9929116133808975,-1.1329606680319408,0.5003416787185448,-0.4880569425728176,0.018515113973311147,-0.1327621316417964,-0.3399359723569742,0.3061856027948806,0.018515113973311147,-0.6995451787634759,1,4,1,1970s
-0.3888948527451984,0.26447328285322186,-1.2157631409578118,-0.16614445745646286,-0.21037973099836402,-1.0202209174017756,1.5544187072701694,0.2638516932931882,1.5428258551312042,-0.5590106267536549,1.732842244519947,-0.856126028449023,0.8555438380737367,0.9032661039210024,-0.3399359723569742,-0.7935770824329841,0.8555438380737367,1.3200571402841215,1,5,1,1970s
-1.6778139925950626,-0.7537128629594397,0.45030808359162,-1.0248554708668374,-0.21037973099836402,1.1318721087453385,-1.0264695632678222,-0.7253617305419191,-0.388892847820607,0.6361559297905407,-0.06656253274675478,0.30019482971671974,-0.3919654533488697,-0.640832459040253,-0.3399359723569742,0.8455114323083925,-0.3919654533488697,-0.05023822522894067,1,6,1,1970s
-1.3165984158161257,-0.8775656503967086,0.4342213791569861,-1.0248554708668374,-0.21037973099836402,0.7533995306771837,-0.769127530671048,-0.845690258302976,0.028202352373135297,-0.5455059199000482,-0.2284704911434034,-0.13370993372015955,1.978341295137066,2.293003199963782,-0.3399359723569742,-2.268808111898628,1.978341295137066,0.5529388422633557,1,7,1,1970s
-0.6427413920863573,-0.4140421721579633,0.837642525059178,0.4564210272660585,-0.21037973099836402,-1.0202209174017756,1.5544187072701694,-0.39535644771027934,0.4548233036450449,-0.7615812295577558,0.331816425321067,-0.12032510161002849,1.1081291076490736,1.2159022938540658,-0.3399359723569742,-1.1254460450133514,1.1081291076490736,0.2683437831011169,1,8,1,1970s
-1.291883718816333,-0.840707670646634,0.3082597202229628,-1.589151279679369,3.9715468746445284,2.1006821628589023,-1.6852109436826517,-0.8098810808807901,-1.2232909201249402,-0.5387535664732447,-1.593696658147508,0.8556878046684924,0.5423381038003182,0.5155972284040032,-0.3399359723569742,-0.38205956883332803,0.5423381038003182,-0.33062886729768703,1,9,1,1970s
0.20829441479519292,0.8384584091862489,0.8160046772289392,-0.33907931432383,-0.21037973099836402,-1.0202209174017756,1.0711943327888411,0.8215039402672794,-0.0589206514824481,-0.7683335829845591,-0.25604733626424003,0.21601001105930456,0.28161397553866474,0.19288720568420775,-0.3399359723569742,-0.03949705079203739,0.28161397553866474,-0.7853661495832163,1,10,1,1970s
-0.4361908554471606,0.49124912705000945,0.8546888640445937,0.022511750035209926,-0.21037973099836402,0.20284267678082743,-0.3947769751698777,0.48417457845870326,-0.07655618333204701,-0.3226782568155371,-0.5189429315073593,-0.044634298756591445,-0.03467891202956334,-0.19860277882086214,-0.3399359723569742,0.3760766390169339,-0.03467891202956334,-1.2132529337474187,0,11,1,1970s
-0.9603724099409195,-2.722269676332538,0.316653112775806,-0.4981793826418077,-0.21037973099836402,0.6762019150478945,-0.7166370928721741,-2.6379028050587805,0.9666357481413905,-0.5184965061928346,1.1384321270857773,-0.495364623707211,1.4302432256236435,1.6145974780052628,-0.3399359723569742,-1.5486681843900352,1.4302432256236435,1.394598920180248,0,12,1,1970s
-0.5044336766536947,0.027137377233118078,0.5025227473133855,-1.2372248612801555,2.2393691123220463,1.6358057644456652,-1.3691187240439882,0.03326923569150638,1.2433051527220733,-1.1937318488731712,-0.5614194304635186,-1.0499260209063264,-0.36949471936664924,-0.6130194172543564,-0.3399359723569742,0.8159873860817987,-0.36949471936664924,-0.3863952864727475,0,13,1,1970s
-0.21339188926026426,-0.012714586412114636,0.8897692344126396,0.4564210272660585,-0.21037973099836402,1.6609921606810956,-1.3862441877541922,-0.005448731122497827,0.27468285947518023,-1.2815124434216147,0.2897740760308212,0.027390761010260972,0.1853509228005083,0.07373807996527335,-0.3399359723569742,0.08698189828025825,0.1853509228005083,0.6483816026644963,0,14,1,1970s
0.43974776415963196,0.578877793172688,1.440573680573345,2.501993334211486,-0.21037973099836402,-1.0202209174017756,1.3127104978896604,0.5693097506448577,-0.6720529506292543,0.43358532698643976,-0.8553949596922814,0.18933785520469257,0.9410486293299806,1.0090992437724173,-0.3399359723569742,-0.905920871987968,0.9410486293299806,0.6615391117154032,0,15,1,1970s
-0.8885906285304149,0.29730017770370337,0.6140590063131721,-0.9072938440308932,-0.21037973099836402,0.06863670944412056,-0.3035237684056478,0.29574449126776836,0.3032746412941779,-0.9438947720814466,0.29154680926987264,-0.06489137057427387,-1.2085952837901641,-1.0350782736639919,1.0063075562637926,0.6095487319771251,-1.2085952837901641,0.9315387294666455,0,16,1,1970s
